Quote No.;Status;Status Reason;Quote Date;CRM-Status;Customer No.;ZIP;Date for Follow-Up;Followed up on;Person in Charge; Value of Quotation ;Probability (%);Order No.;Responsible;Representative;Customer Ref.;Prod. Category (Text);Prod. Master Class (Text);Scoring Automation;Scoring Tool- & Workholding
1020452;4) Order received;Order is entered;02.01.2023;4) Buying customer;1555;736 36;;;2; 7 388 kr ;100%;96229;Sales representative;104;Offert;3 - Automation Standard;3GP - Gripping Modules pneumatic;2 - Prospect customer;2 - Prospect customer
1020453;5) Quote not realized;Price/bought from comp.;02.01.2023;4) Buying customer;3577;865 51;;;4; 35 680 kr ;100%;;Sales representative;103;Medbringare Sunfab;8 - Lathe Chucks;8XO - Power Chucks Special;4 - Casual customer;2 - Prospect customer
1019619;5) Quote not realized;Quote for information purposes;02.01.2023;5) Lost customer;2124;331 53;;16.02.2023;2; 15 910 kr ;100%;;Sales representative;111;Offert;1 - Chuck Jaws;1XS - Jaws Special;4 - Casual customer;4 - Casual customer
1020448;5) Quote not realized;Quote validity is expired;30.12.2022;4) Buying customer;51773;393 56;;03.01.2023;2; 33 780 kr ;100%;;Sales representative;105;KGG 140-60;3 - Automation Standard;3GP - Gripping Modules pneumatic;4 - Casual customer;4 - Casual customer
1020449;4) Order received;Order is entered;30.12.2022;4) Buying customer;1224;541 34;;;2; 1 628 kr ;100%;96274;Sales representative;109;Förfrågan;3 - Automation Standard;3RW;1 - Top customer;1 - Top customer
1020450;4) Order received;Order is entered;30.12.2022;4) Buying customer;1037;331 34;;;2; 4 540 kr ;100%;96265;Sales representative;102;Offert;4 - Stationary Workholding;403 - Quick change pallet syst. Std.;2 - Prospect customer;2 - Prospect customer
1020446;4) Order received;Order is entered;29.12.2022;4) Buying customer;1640;392 39;;;4; 37 989 kr ;100%;96256;Sales representative;111;NSL3 400;4 - Stationary Workholding;403 - Quick change pallet syst. Std.;2 - Prospect customer;1 - Top customer
1020447;5) Quote not realized;Price/bought from comp.;29.12.2022;4) Buying customer;2991;331 92;;;4; 61 300 kr ;100%;;Sales representative;111;Ersätta Kitagawa;8 - Lathe Chucks;8XS - Power Chucks Standard;4 - Casual customer;2 - Prospect customer
1020444;4) Order received;Order is entered;29.12.2022;4) Buying customer;3692;285 35;;;2; 322 kr ;100%;96221;Sales representative;105;Schmalz;3 - Automation Standard;3MS;4 - Casual customer;4 - Casual customer
1020445;4) Order received;Order is entered;29.12.2022;4) Buying customer;52200;182 32;;;2; 4 157 kr ;100%;96211;Sales representative;104;Offert;3 - Automation Standard;3MS;4 - Casual customer;4 - Casual customer
1020442;4) Order received;Order is entered;28.12.2022;4) Buying customer;2023;694 35;;;2; 514 kr ;100%;96273;Sales representative;104;Packningssats;3 - Automation Standard;3SO - Service Automation Components;4 - Casual customer;4 - Casual customer
1020443;5) Quote not realized;Quote validity is expired;28.12.2022;4) Buying customer;1945;691 37;;;2; 74 046 kr ;100%;;Sales representative;103;Offert;4 - Stationary Workholding;403 - Quick change pallet syst. Std.;4 - Casual customer;2 - Prospect customer
1020440;5) Quote not realized;Del.date/bought from comp.;28.12.2022;5) Lost customer;52802;721 36;;10.01.2023;5; 35 827 kr ;100%;;Sales representative;104;4250/Module gripper;5 - Automation System Solutions;5BL - Assembly Groups;4 - Casual customer;4 - Casual customer
1020438;5) Quote not realized;Quote validity is expired;23.12.2022;4) Buying customer;1018;385 34;;17.01.2023;5; 132 202 kr ;25%;;Sales representative;105;4097/verktygsväxlare till GP7;5 - Automation System Solutions;5SK - Special components;1 - Top customer;2 - Prospect customer
1020436;4) Order received;Order is entered;23.12.2022;4) Buying customer;2742;261 51;;;8; 3 435 kr ;100%;97658;Sales representative;105;GSM-P givare;3 - Automation Standard;3ZO - Accessories Automation;2 - Prospect customer;4 - Casual customer
1020437;4) Order received;Order is entered;23.12.2022;5) Lost customer;2912;335 93;;;1; 7 127 kr ;100%;96188;Sales representative;105;Magneter SGM;3 - Automation Standard;3MS;4 - Casual customer;4 - Casual customer
1020429;4) Order received;Order is entered;23.12.2022;4) Buying customer;50495;334 33;;17.01.2023;1; 34 312 kr ;100%;96535;Sales representative;105;HUSQVARNA;3 - Automation Standard;3GP - Gripping Modules pneumatic;3 - Maxed sales customer;2 - Prospect customer
1020431;5) Quote not realized;Quote validity is expired;22.12.2022;4) Buying customer;51760;371 55;;30.05.2023;2; 40 213 kr ;100%;;Sales representative;105;Offert;3 - Automation Standard;3RW;4 - Casual customer;4 - Casual customer
1020432;5) Quote not realized;Quote validity is expired;22.12.2022;5) Lost customer;3894;686 31;;03.01.2023;8; 105 931 kr ;100%;;Sales representative;103;Diverse;4 - Stationary Workholding;405 - Magnetic Clamp. Tech. Std.;4 - Casual customer;4 - Casual customer
1020434;5) Quote not realized;Quote validity is expired;22.12.2022;4) Buying customer;2898;686 33;;;8; 56 776 kr ;100%;;Sales representative;103;IFT;8 - Lathe Chucks;8XS - Power Chucks Standard;4 - Casual customer;4 - Casual customer
1020426;5) Quote not realized;Replaced by a new quotation;22.12.2022;4) Buying customer;1555;736 36;;;1; 21 746 kr ;100%;;Sales representative;104;Samac CRB;3 - Automation Standard;3GP - Gripping Modules pneumatic;2 - Prospect customer;2 - Prospect customer
1020427;4) Order received;Order is entered;22.12.2022;4) Buying customer;1224;541 34;;;8; 38 824 kr ;100%;96166;Sales representative;109;Gripdon;3 - Automation Standard;3GP - Gripping Modules pneumatic;1 - Top customer;1 - Top customer
1020251;5) Quote not realized;Replaced by a new quotation;22.12.2022;5) Lost customer;52802;721 36;;06.12.2022;5; 392 549 kr ;50%;;Sales representative;104;4250/Module gripper;5 - Automation System Solutions;5BL - Assembly Groups;4 - Casual customer;4 - Casual customer
1020161;4) Order received;Order is entered;21.12.2022;4) Buying customer;1038;747 44;;30.01.2023;8; 1 539 225 kr ;100%;97378;Sales representative;103;4243/FW/JS/Sandvik;2 - Toolholding Systems;2XO - Hydraulics Special;2 - Prospect customer;1 - Top customer
1020410;4) Order received;Order is entered;21.12.2022;4) Buying customer;1026;731 36;;;1; 149 188 kr ;100%;96133;Sales representative;103;Specialbackar;1 - Chuck Jaws;1XO - Jaws Standard;1 - Top customer;2 - Prospect customer
1020415;4) Order received;Order is entered;21.12.2022;4) Buying customer;1006;561 31;;;2; 10 355 kr ;100%;96132;Sales representative;109;Offert;3 - Automation Standard;3GP - Gripping Modules pneumatic;3 - Maxed sales customer;2 - Prospect customer
1020416;4) Order received;Order is entered;21.12.2022;4) Buying customer;1224;541 34;;;1; 4 804 kr ;100%;96302;Sales representative;109;Acromagkabel 10M;3 - Automation Standard;3RF;1 - Top customer;1 - Top customer
1020417;4) Order received;Order is entered;21.12.2022;4) Buying customer;1020;151 38;;;2; 31 567 kr ;100%;96116;Sales representative;106;RFQ1342457;5 - Automation System Solutions;5SK - Special components;1 - Top customer;1 - Top customer
1020418;4) Order received;Order is entered;21.12.2022;4) Buying customer;4356;594 72;;;1; 43 240 kr ;100%;96122;Sales representative;106;SWS076;3 - Automation Standard;3RW;2 - Prospect customer;2 - Prospect customer
1020425;5) Quote not realized;Quote for information purposes;21.12.2022;4) Buying customer;3784;553 03;;;4; 63 109 kr ;100%;;Sales representative;107;"HAAS ST-20 A6""";8 - Lathe Chucks;8XS - Power Chucks Standard;4 - Casual customer;1 - Top customer
1020424;5) Quote not realized;Price/bought from comp.;21.12.2022;4) Buying customer;1462;595 35;;;8; 125 168 kr ;100%;;Sales representative;118;Verktygshållare;2 - Toolholding Systems;2TS - TENDO;1 - Top customer;2 - Prospect customer
1020419;5) Quote not realized;Quote for information purposes;21.12.2022;4) Buying customer;1672;414 74;;;1; 2 678 kr ;100%;;Sales representative;107;Hylsa Bajonett;2 - Toolholding Systems;2WS - Toll grinding;4 - Casual customer;1 - Top customer
1020420;5) Quote not realized;Quote for information purposes;21.12.2022;4) Buying customer;1403;213 76;;;1; 12 293 kr ;100%;;Sales representative;111;Tendo Slim;2 - Toolholding Systems;2TS - TENDO;4 - Casual customer;2 - Prospect customer
1020422;4) Order received;Order is entered;21.12.2022;5) Lost customer;50398;331 42;;01.02.2023;1; 49 840 kr ;100%;96820;Sales representative;105;MTB;3 - Automation Standard;3GE - Gripping Modules electric;4 - Casual customer;4 - Casual customer
1020421;5) Quote not realized;Quote validity is expired;21.12.2022;4) Buying customer;3106;826 40;;;1; 41 820 kr ;100%;;Sales representative;103;KSC3 samt gripbackar;4 - Stationary Workholding;401 - Clamping systems Std.;4 - Casual customer;4 - Casual customer
1020423;4) Order received;Order is entered;21.12.2022;4) Buying customer;1555;736 36;;;8; 21 746 kr ;100%;96148;Sales representative;104;Gripdon;3 - Automation Standard;3GP - Gripping Modules pneumatic;2 - Prospect customer;2 - Prospect customer
1020394;4) Order received;Order is entered;21.12.2022;4) Buying customer;52366;331 79;;;1; 156 505 kr ;100%;96144;Sales representative;111;ny robotcell;4 - Stationary Workholding;403 - Quick change pallet syst. Std.;4 - Casual customer;2 - Prospect customer
1020400;5) Quote not realized;Price/Project not realized;21.12.2022;4) Buying customer;1923;343 34;;14.02.2023;1; 56 643 kr ;100%;;Sales representative;105;FMP-SVK 3016;3 - Automation Standard;3MS;1 - Top customer;2 - Prospect customer
1020366;5) Quote not realized;Price/bought from comp.;20.12.2022;3) Qualified potential customer;50462;931 36;;03.01.2023;4; 200 689 kr ;100%;;Sales representative;103;4275/FW/JS/Stil Mek/Nollpunkts;4 - Stationary Workholding;404 - Quick change pallet syst. spec.;4 - Casual customer;4 - Casual customer
1020401;4) Order received;Order is entered;20.12.2022;4) Buying customer;50479;554 75;;;1; 30 636 kr ;100%;96115;Sales representative;107;VERO-S WDM-5X;4 - Stationary Workholding;403 - Quick change pallet syst. Std.;4 - Casual customer;2 - Prospect customer
1020404;5) Quote not realized;Quote validity is expired;20.12.2022;4) Buying customer;51107;792 95;;;1; 120 966 kr ;100%;;Sales representative;103;Tendo hållare SK40;2 - Toolholding Systems;2TS - TENDO;4 - Casual customer;2 - Prospect customer
1020402;5) Quote not realized;Quote for information purposes;20.12.2022;4) Buying customer;2292;582 73;;;1; 2 785 kr ;100%;;Sales representative;118;Tendo Compact;2 - Toolholding Systems;2TS - TENDO;4 - Casual customer;1 - Top customer
1020396;4) Order received;Order is entered;20.12.2022;5) Lost customer;2175;691 42;;;2; 66 424 kr ;100%;96100;Sales representative;103;Hållare;2 - Toolholding Systems;2PS - TRIBOS;4 - Casual customer;4 - Casual customer
1020399;5) Quote not realized;Price/Project not realized;20.12.2022;4) Buying customer;3655;611 91;;15.06.2023;1; 4 351 kr ;100%;;Sales representative;106;MPZ16;3 - Automation Standard;3GP - Gripping Modules pneumatic;4 - Casual customer;4 - Casual customer
1020412;5) Quote not realized;Price/bought from comp.;20.12.2022;5) Lost customer;1062;582 73;;;4; 3 960 kr ;100%;;Sales representative;118;Hållare;2 - Toolholding Systems;2MZ - Mechanical Toolholders;4 - Casual customer;4 - Casual customer
1020413;4) Order received;Order is entered;20.12.2022;4) Buying customer;1038;747 44;;;1; 11 353 kr ;100%;97257;Sales representative;103;Renovering Chiron / 8730;2 - Toolholding Systems;2RS - Service Workholding;2 - Prospect customer;1 - Top customer
1020414;5) Quote not realized;Quote for information purposes;20.12.2022;4) Buying customer;51489;903 47;;;7; 14 853 kr ;100%;;Sales representative;104;SGM magneter;3 - Automation Standard;3MS;4 - Casual customer;4 - Casual customer
1020411;5) Quote not realized;Price/bought from comp.;20.12.2022;3) Qualified potential customer;50462;931 36;;03.01.2023;4; 161 089 kr ;100%;;Sales representative;103;4275/FW/JS/Stil Mek/Noll #2;4 - Stationary Workholding;402 - Workholding systems special;4 - Casual customer;4 - Casual customer
1020405;4) Order received;Order is entered;20.12.2022;4) Buying customer;50495;334 33;;;2; 20 467 kr ;100%;96097;Sales representative;105;Offert;3 - Automation Standard;3RW;3 - Maxed sales customer;2 - Prospect customer
1020398;4) Order received;Order is entered;19.12.2022;6) Expired customer;1775;462 32;;;1; 2 492 kr ;100%;96084;Sales representative;107;Kloback;1 - Chuck Jaws;1XS - Jaws Special;4 - Casual customer;2 - Prospect customer
1020397;5) Quote not realized;Price/Project not realized;19.12.2022;4) Buying customer;1554;652 21;;;1; 6 338 kr ;100%;;Sales representative;103;Set ER Hylsor;2 - Toolholding Systems;2MZ - Mechanical Toolholders;4 - Casual customer;2 - Prospect customer
1020395;5) Quote not realized;Price/Project not realized;19.12.2022;4) Buying customer;1945;691 37;;;1; 21 722 kr ;100%;;Sales representative;103;ER25 SCAPTO C6;2 - Toolholding Systems;2MZ - Mechanical Toolholders;4 - Casual customer;2 - Prospect customer
1020392;5) Quote not realized;Quote for information purposes;19.12.2022;5) Lost customer;2229;362 96;;19.12.2022;1; 7 303 kr ;100%;;Sales representative;111;gripbackar och €skruvar€;1 - Chuck Jaws;1XS - Jaws Special;4 - Casual customer;4 - Casual customer
1020192;4) Order received;Order is entered;19.12.2022;4) Buying customer;1953;794 32;;;8; 151 611 kr ;100%;96087;Sales representative;103;NSP 140;4 - Stationary Workholding;403 - Quick change pallet syst. Std.;4 - Casual customer;2 - Prospect customer
1020377;5) Quote not realized;Price/Project not realized;16.12.2022;4) Buying customer;3645;352 45;;15.06.2023;2; 71 840 kr ;100%;;Sales representative;105;Gripdon;3 - Automation Standard;3GP - Gripping Modules pneumatic;4 - Casual customer;2 - Prospect customer
1020390;5) Quote not realized;Price/Project not realized;16.12.2022;4) Buying customer;1923;343 34;;14.02.2023;1; 76 366 kr ;100%;;Sales representative;105;FMC-SVKW 3040 18 O20C10;;;1 - Top customer;2 - Prospect customer
1020387;4) Order received;Order is entered;16.12.2022;4) Buying customer;1538;635 10;;;2; 550 kr ;100%;96054;Sales representative;104;Offert;3 - Automation Standard;3SO - Service Automation Components;2 - Prospect customer;4 - Casual customer
1020388;4) Order received;Order is entered;16.12.2022;4) Buying customer;1018;385 34;;;1; 34 752 kr ;100%;96063;Sales representative;105;PZN+;3 - Automation Standard;3GP - Gripping Modules pneumatic;1 - Top customer;2 - Prospect customer
1020385;4) Order received;Order is entered;15.12.2022;4) Buying customer;50142;695 32;;;2; 3 154 kr ;100%;96131;Sales representative;103;Offert;2 - Toolholding Systems;2MZ - Mechanical Toolholders;4 - Casual customer;2 - Prospect customer
1020386;5) Quote not realized;Price/Project not realized;15.12.2022;4) Buying customer;1672;414 74;;21.02.2023;2; 2 543 kr ;100%;;Sales representative;107;Offert;2 - Toolholding Systems;2TS - TENDO;4 - Casual customer;1 - Top customer
1020384;4) Order received;Order is entered;15.12.2022;4) Buying customer;1243;415 50;;;1; 3 085 kr ;100%;96027;Sales representative;109;Givare;3 - Automation Standard;3ZO - Accessories Automation;1 - Top customer;2 - Prospect customer
1020382;5) Quote not realized;Quote for information purposes;15.12.2022;4) Buying customer;4125;784 84;;;7; 118 920 kr ;100%;;Sales representative;104;FMHD singel units;3 - Automation Standard;3MS;4 - Casual customer;2 - Prospect customer
1020380;4) Order received;Order is entered;15.12.2022;4) Buying customer;1305;811 34;;;2; 53 826 kr ;100%;96012;Sales representative;104;Reservdelar;3 - Automation Standard;3GP - Gripping Modules pneumatic;2 - Prospect customer;1 - Top customer
1020383;4) Order received;Order is entered;15.12.2022;4) Buying customer;2991;331 92;;10.01.2023;1; 10 600 kr ;100%;96339;Sales representative;111;Weldon BT30 ø25;2 - Toolholding Systems;2MZ - Mechanical Toolholders;4 - Casual customer;2 - Prospect customer
1020378;4) Order received;Order is entered;15.12.2022;4) Buying customer;52516;833 36;;;2; 4 010 kr ;100%;96070;Sales representative;104;Offert;3 - Automation Standard;3ZO - Accessories Automation;4 - Casual customer;4 - Casual customer
1020379;4) Order received;Order is entered;15.12.2022;4) Buying customer;51658;821 91;;;1; 1 642 kr ;100%;96030;Sales representative;103;Spännbultar Vero-S;4 - Stationary Workholding;403 - Quick change pallet syst. Std.;4 - Casual customer;4 - Casual customer
1020381;4) Order received;Order is entered;15.12.2022;4) Buying customer;50567;695 30;;15.12.2022;1; 13 670 kr ;100%;97520;Sales representative;104;Via mail;3 - Automation Standard;3GP - Gripping Modules pneumatic;4 - Casual customer;4 - Casual customer
1020376;4) Order received;Order is entered;14.12.2022;6) Expired customer;2333;652 21;;;2; 66 997 kr ;100%;96003;Sales representative;104;Offert;3 - Automation Standard;3GP - Gripping Modules pneumatic;4 - Casual customer;4 - Casual customer
1020374;4) Order received;Order is entered;14.12.2022;4) Buying customer;1038;747 44;;;1; 103 427 kr ;100%;96017;Sales representative;103;SEG 125;8 - Lathe Chucks;8XO - Power Chucks Special;2 - Prospect customer;1 - Top customer
1020375;4) Order received;Order is entered;14.12.2022;4) Buying customer;3784;553 03;;;2; 500 kr ;100%;95995;Sales representative;107;Offert;4 - Stationary Workholding;401 - Clamping systems Std.;4 - Casual customer;1 - Top customer
1020120;4) Order received;Order is entered;13.12.2022;4) Buying customer;52239;333 71;;08.11.2022;1; 100 640 kr ;100%;96121;Sales representative;105;PGN+-E100 / EGU 60;3 - Automation Standard;3GE - Gripping Modules electric;4 - Casual customer;4 - Casual customer
1020369;4) Order received;Order is entered;13.12.2022;4) Buying customer;3538;671 34;;;1; 16 310 kr ;100%;95973;Sales representative;104;SWA-110-RE5+R19-MT8;3 - Automation Standard;3RW;3 - Maxed sales customer;4 - Casual customer
1020338;4) Order received;Order is entered;13.12.2022;4) Buying customer;51933;113 60;;;1; 88 244 kr ;100%;96431;Sales representative;104;0RW0;3 - Automation Standard;3GE - Gripping Modules electric;4 - Casual customer;4 - Casual customer
1020365;5) Quote not realized;Price/Project not realized;13.12.2022;4) Buying customer;1224;541 34;;11.01.2023;1; 671 kr ;100%;;Sales representative;107;Balluff BIS0015;2 - Toolholding Systems;2ZA - Accessories;1 - Top customer;1 - Top customer
1020367;4) Order received;Order is entered;13.12.2022;4) Buying customer;52260;334 33;;;2; 27 358 kr ;100%;95984;Sales representative;105;Schmalz;3 - Automation Standard;3MS;4 - Casual customer;4 - Casual customer
1020368;4) Order received;Order is entered;13.12.2022;4) Buying customer;3551;334 32;;;2; 67 691 kr ;100%;96504;Sales representative;105;Offert;3 - Automation Standard;3LO - Linear Modules;4 - Casual customer;4 - Casual customer
1020358;4) Order received;Order is entered;13.12.2022;4) Buying customer;50142;695 32;;;8; 35 863 kr ;100%;95966;Sales representative;103;skruvstycken KSC;4 - Stationary Workholding;401 - Clamping systems Std.;4 - Casual customer;2 - Prospect customer
1020370;4) Order received;Order is entered;13.12.2022;4) Buying customer;4187;235 32;;;2; 3 390 kr ;100%;95972;Sales representative;111;Offert;2 - Toolholding Systems;2TS - TENDO;4 - Casual customer;4 - Casual customer
1020372;4) Order received;Order is entered;13.12.2022;4) Buying customer;3267;415 05;;;1; 1 351 kr ;100%;96123;Sales representative;107;TÄTNINGSATS KLÄMENHET 1301878;4 - Stationary Workholding;404 - Quick change pallet syst. spec.;2 - Prospect customer;4 - Casual customer
1020360;4) Order received;Order is entered;13.12.2022;4) Buying customer;1020;151 38;;;2; 2 552 kr ;100%;95955;Sales representative;118;1339854;1 - Chuck Jaws;1XS - Jaws Special;1 - Top customer;1 - Top customer
1020361;4) Order received;Order is entered;13.12.2022;4) Buying customer;50889;441 39;;;4; 87 539 kr ;100%;95978;Sales representative;107;ROTA NCE 260;8 - Lathe Chucks;8XS - Power Chucks Standard;4 - Casual customer;2 - Prospect customer
1020362;5) Quote not realized;Quote validity is expired;13.12.2022;4) Buying customer;1517;589 41;;;4; 29 325 kr ;100%;;Sales representative;118;ROTA S plus 2.0 200;8 - Lathe Chucks;810 - Manual Chucks;4 - Casual customer;4 - Casual customer
1020364;5) Quote not realized;Quote validity is expired;13.12.2022;3) Qualified potential customer;50619;573 42;;;8; 102 336 kr ;100%;;Sales representative;118;Magnetbord;4 - Stationary Workholding;405 - Magnetic Clamp. Tech. Std.;4 - Casual customer;4 - Casual customer
1020356;4) Order received;Order is entered;12.12.2022;4) Buying customer;50947;291 67;;12.12.2022;1; 31 806 kr ;100%;95975;Sales representative;105;Växlare för testrigg;3 - Automation Standard;3RW;3 - Maxed sales customer;4 - Casual customer
1020354;4) Order received;Order is entered;12.12.2022;4) Buying customer;1305;811 34;;;4; 241 778 kr ;100%;95990;Sales representative;103;4216/FW/Sandvik 400 chuck;1 - Chuck Jaws;1XO - Jaws Standard;2 - Prospect customer;1 - Top customer
1020344;4) Order received;Order is entered;12.12.2022;4) Buying customer;1305;811 34;;;4; 76 924 kr ;100%;96048;Sales representative;103;4283/FW/JS/Sandvik Mining/THW3;8 - Lathe Chucks;8XS - Power Chucks Standard;2 - Prospect customer;1 - Top customer
1020351;4) Order received;Order is entered;12.12.2022;4) Buying customer;1020;151 38;;;2; 618 kr ;100%;95919;Sales representative;106;1339257;3 - Automation Standard;3ZO - Accessories Automation;1 - Top customer;1 - Top customer
1020357;5) Quote not realized;Quote validity is expired;12.12.2022;5) Lost customer;51472;556 28;;;8; 1 073 kr ;100%;;Sales representative;109;Stop till GFS;3 - Automation Standard;3SO - Service Automation Components;2 - Prospect customer;2 - Prospect customer
1020352;5) Quote not realized;Quote for information purposes;12.12.2022;3) Qualified potential customer;52827;352 45;;19.12.2022;1; 244 848 kr ;100%;;Sales representative;105;SWS510;3 - Automation Standard;3RW;4 - Casual customer;4 - Casual customer
1020353;5) Quote not realized;End cust. orders via distributor;12.12.2022;5) Lost customer;52026;331 35;;;2; 159 000 kr ;100%;;Sales representative;111;Offert;4 - Stationary Workholding;403 - Quick change pallet syst. Std.;4 - Casual customer;4 - Casual customer
1020355;5) Quote not realized;Quote for information purposes;12.12.2022;4) Buying customer;1672;414 74;;;2; 1 583 kr ;100%;;Sales representative;107;Offert;2 - Toolholding Systems;2TS - TENDO;4 - Casual customer;1 - Top customer
1020324;4) Order received;Order is entered;12.12.2022;4) Buying customer;1565;748 41;;;8; 47 553 kr ;100%;;Sales representative;103;Chuck och dragrörsadapter;8 - Lathe Chucks;8XS - Power Chucks Standard;4 - Casual customer;2 - Prospect customer
1020289;5) Quote not realized;Price/Project not realized;09.12.2022;4) Buying customer;51773;393 56;;09.12.2022;8; 10 384 kr ;75%;;Sales representative;111;Vero-S;4 - Stationary Workholding;403 - Quick change pallet syst. Std.;4 - Casual customer;4 - Casual customer
1020347;5) Quote not realized;Quote validity is expired;09.12.2022;5) Lost customer;1831;531 60;;10.01.2023;4; 41 957 kr ;100%;;Sales representative;107;4276/FW/Lidköpings mekaniska/S;1 - Chuck Jaws;1XO - Jaws Standard;4 - Casual customer;2 - Prospect customer
1020348;5) Quote not realized;Quote validity is expired;09.12.2022;4) Buying customer;2292;582 73;;;8; 58 207 kr ;100%;;Sales representative;118;Vakuumbord;4 - Stationary Workholding;405 - Magnetic Clamp. Tech. Std.;4 - Casual customer;1 - Top customer
1020349;5) Quote not realized;Quote validity is expired;09.12.2022;5) Lost customer;50063;612 73;;;4; 39 700 kr ;100%;;Sales representative;118;Ny controller;4 - Stationary Workholding;405 - Magnetic Clamp. Tech. Std.;4 - Casual customer;4 - Casual customer
1020345;4) Order received;Order is entered;09.12.2022;4) Buying customer;2529;553 02;;;8; 11 366 kr ;100%;95957;Sales representative;109;SWO-RD4-A;5 - Automation System Solutions;5SK - Special components;3 - Maxed sales customer;4 - Casual customer
1020346;5) Quote not realized;Quote validity is expired;09.12.2022;4) Buying customer;1020;151 38;;;4; 41 915 kr ;100%;;Sales representative;118;4273/FW/AS/Scania/New claw jaw;1 - Chuck Jaws;1XO - Jaws Standard;1 - Top customer;1 - Top customer
1020350;5) Quote not realized;Quote for information purposes;09.12.2022;3) Qualified potential customer;52815;737 30;;04.01.2023;8; 443 540 kr ;100%;;Sales representative;103;20372102;2 - Toolholding Systems;2XO - Hydraulics Special;4 - Casual customer;4 - Casual customer
1020342;4) Order received;Order is entered;08.12.2022;4) Buying customer;1085;574 38;;;1; 39 720 kr ;100%;95920;Sales representative;106;AGE-F-XY-040-3;3 - Automation Standard;3RA -;1 - Top customer;4 - Casual customer
1020343;4) Order received;Order is entered;08.12.2022;4) Buying customer;1015;641 30;;;8; 2 844 kr ;100%;96053;Sales representative;106;Reservdelar;3 - Automation Standard;3SO - Service Automation Components;2 - Prospect customer;4 - Casual customer
1020339;5) Quote not realized;Solution/project not realized;08.12.2022;4) Buying customer;52399;256 57;;17.03.2023;7; 24 659 kr ;100%;;Sales representative;105;PXT;3 - Automation Standard;3MS;4 - Casual customer;4 - Casual customer
1020340;4) Order received;Order is entered;08.12.2022;4) Buying customer;3836;549 37;;;1; 13 824 kr ;100%;95900;Sales representative;107;Tendo E Compact HSK63 Ø16;2 - Toolholding Systems;2TS - TENDO;4 - Casual customer;2 - Prospect customer
1020341;5) Quote not realized;Quote for information purposes;08.12.2022;4) Buying customer;4125;784 84;;;7; 165 000 kr ;100%;;Sales representative;104;FMHD;3 - Automation Standard;3MS;4 - Casual customer;2 - Prospect customer
1020337;5) Quote not realized;Quote validity is expired;08.12.2022;4) Buying customer;1640;392 39;;;8; 73 728 kr ;100%;;Sales representative;111;KSC-F;4 - Stationary Workholding;401 - Clamping systems Std.;2 - Prospect customer;1 - Top customer
1020307;4) Order received;Order is entered;08.12.2022;6) Expired customer;1889;531 40;;;2; 19 040 kr ;100%;95867;Sales representative;109;GSM;3 - Automation Standard;3DP - Rotary Modules pneumatic;4 - Casual customer;4 - Casual customer
1020319;4) Order received;Order is entered;07.12.2022;4) Buying customer;3725;364 33;;;1; 2 155 kr ;100%;96362;Sales representative;105;Schmalz;3 - Automation Standard;3MS;4 - Casual customer;4 - Casual customer
1020326;4) Order received;Order is entered;07.12.2022;4) Buying customer;1555;736 36;;;8; 3 985 kr ;100%;95841;Sales representative;104;MPZ 30 AS;3 - Automation Standard;3GP - Gripping Modules pneumatic;2 - Prospect customer;2 - Prospect customer
1020327;5) Quote not realized;Quote for information purposes;07.12.2022;5) Lost customer;1831;531 60;;09.12.2022;1; 14 400 kr ;100%;;Sales representative;107;KSC3 125-300 grip;4 - Stationary Workholding;401 - Clamping systems Std.;4 - Casual customer;2 - Prospect customer
1020330;5) Quote not realized;Price/Project not realized;07.12.2022;4) Buying customer;2806;522 30;;15.06.2023;2; 14 202 kr ;100%;;Sales representative;109;Uppdaterad offert;3 - Automation Standard;3GE - Gripping Modules electric;1 - Top customer;4 - Casual customer
1020328;4) Order received;Order is entered;07.12.2022;4) Buying customer;1224;541 34;;;1; 135 200 kr ;100%;96093;Sales representative;107;op-20/20 / HSK-A100 ink.kylrör;2 - Toolholding Systems;2TS - TENDO;1 - Top customer;1 - Top customer
1020329;5) Quote not realized;Price/Project not realized;07.12.2022;5) Lost customer;52640;723 48;;;8; 39 624 kr ;100%;;Sales representative;103;ROTA-G 250;8 - Lathe Chucks;810 - Manual Chucks;4 - Casual customer;4 - Casual customer
1020325;5) Quote not realized;Quote for information purposes;07.12.2022;4) Buying customer;1063;702 27;;;7; 60 528 kr ;100%;;Sales representative;104;4282/MS/AE/Löfqvist/Lyfta balk;3 - Automation Standard;3GE - Gripping Modules electric;3 - Maxed sales customer;4 - Casual customer
1020320;4) Order received;Order is entered;07.12.2022;5) Lost customer;3536;743 86;;;8; 23 612 kr ;100%;95969;Sales representative;103;Hållare;2 - Toolholding Systems;2TS - TENDO;4 - Casual customer;4 - Casual customer
1020322;4) Order received;Order is entered;07.12.2022;4) Buying customer;2991;331 92;;;1; 57 050 kr ;100%;95946;Sales representative;105;Manuell växling SHS;3 - Automation Standard;3RW;4 - Casual customer;2 - Prospect customer
1020321;5) Quote not realized;Project not materialized;07.12.2022;4) Buying customer;2266;245 34;;;8; 30 171 kr ;100%;;Sales representative;111;RotoRi;1 - Chuck Jaws;1XO - Jaws Standard;4 - Casual customer;4 - Casual customer
